year,prize,country,gender,firstName,lastName,medalCount,affiliation,,,,,,,,,,,,,,,,,,,
1962,Physiology or Medicine,United Kingdom,Male,Francis,Crick,1,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,,,,,,,
1960,Physiology or Medicine,United Kingdom,Male,Peter,Medawar,1,University College,,,,,,,,,,,,,,,,,,,
1959,Peace,United Kingdom,Male,Georges,Pire,1,,,,,,,,,,,,,,,,,,,,
1958,Chemistry,United Kingdom,Male,Frederick,Sanger,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1957,Chemistry,United Kingdom,Male,Lord Todd,,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1956,Chemistry,United Kingdom,Male,Sir Cyril,Hinshelwood,1,University of Oxford,,,,,,,,,,,,,,,,,,,
1954,Physics,United Kingdom,Male,Max,Born,1,Edinburgh University,,,,,,,,,,,,,,,,,,,
1953,Physiology or Medicine,United Kingdom,Male,Hans,Krebs,1,Sheffield University,,,,,,,,,,,,,,,,,,,
1953,Literature,United Kingdom,Male,Winston,Churchill,1,,,,,,,,,,,,,,,,,,,,
1952,Chemistry,United Kingdom,Male,Archer J.P.,Martin,1,National Institute for Medical Research,,,,,,,,,,,,,,,,,,,
1952,Chemistry,United Kingdom,Male,Richard L.M.,Synge,1,Rowett Research Institute,,,,,,,,,,,,,,,,,,,
1951,Physics,United Kingdom,Male,John,Cockcroft,1,Atomic Energy Research Establishment,,,,,,,,,,,,,,,,,,,
1950,Physics,United Kingdom,Male,Cecil,Powell,1,Bristol University,,,,,,,,,,,,,,,,,,,
1950,Literature,United Kingdom,Male,Bertrand,Russell,1,,,,,,,,,,,,,,,,,,,,
1949,Peace,United Kingdom,Male,Friends Service Council,,1,,,,,,,,,,,,,,,,,,,,
1948,Physics,United Kingdom,Male,Patrick M.S.,Blackett,1,Victoria University,,,,,,,,,,,,,,,,,,,
1948,Literature,United Kingdom,Male,T.S.,Eliot,1,,,,,,,,,,,,,,,,,,,,
1947,Physics,United Kingdom,Male,Edward V.,Appleton,1,Department of Scientific and Industrial Research,,,,,,,,,,,,,,,,,,,
1947,Chemistry,United Kingdom,Male,Sir Robert,Robinson,1,University of Oxford,,,,,,,,,,,,,,,,,,,
1947,Peace,United Kingdom,Institution,American Friends Service Committee,,1,,,,,,,,,,,,,,,,,,,,
1945,Physiology or Medicine,United Kingdom,Male,Sir Alexander,Fleming,1,London University,,,,,,,,,,,,,,,,,,,
1945,Physiology or Medicine,United Kingdom,Male,Ernst B.,Chain,1,University of Oxford,,,,,,,,,,,,,,,,,,,
1937,Chemistry,United Kingdom,Male,Norman,Haworth,1,Birmingham University,,,,,,,,,,,,,,,,,,,
1937,Physics,United Kingdom,Male,George Paget,Thomson,1,London University,,,,,,,,,,,,,,,,,,,
1937,Peace,United Kingdom,Male,Carlos Saavedra,Lamas,1,,,,,,,,,,,,,,,,,,,,
1936,Physiology or Medicine,United Kingdom,Male,Sir Henry,Dale,1,National Institute for Medical Research,,,,,,,,,,,,,,,,,,,
1935,Physics,United Kingdom,Male,James,Chadwick,1,Liverpool University,,,,,,,,,,,,,,,,,,,
1934,Peace,United Kingdom,Male,Sir Norman,Angell,1,,,,,,,,,,,,,,,,,,,,
1933,Physics,United Kingdom,Male,Paul A.M.,Dirac,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1933,Peace,United Kingdom,Male,Jane,Addams,1,,,,,,,,,,,,,,,,,,,,
1932,Physiology or Medicine,United Kingdom,Male,Edgar,Adrian,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1932,Physiology or Medicine,United Kingdom,Male,Sir Charles,Sherrington,1,University of Oxford,,,,,,,,,,,,,,,,,,,
1932,Literature,United Kingdom,Male,John,Galsworthy,1,,,,,,,,,,,,,,,,,,,,
1929,Chemistry,United Kingdom,Male,Arthur,Harden,1,London University,,,,,,,,,,,,,,,,,,,
1929,Physiology or Medicine,United Kingdom,Male,Sir Frederick,Hopkins,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1928,Physics,United Kingdom,Male,Owen Willans,Richardson,1,London University,,,,,,,,,,,,,,,,,,,
1927,Physics,United Kingdom,Male,C.T.R.,Wilson,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1925,Literature,United Kingdom,Male,George Bernard,Shaw,1,,,,,,,,,,,,,,,,,,,,
1925,Peace,United Kingdom,Male,Charles G.,Dawes,1,,,,,,,,,,,,,,,,,,,,
1922,Physiology or Medicine,United Kingdom,Male,Archibald V.,Hill,1,London University,,,,,,,,,,,,,,,,,,,
1922,Chemistry,United Kingdom,Male,Francis W.,Aston,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1921,Chemistry,United Kingdom,Male,Frederick,Soddy,1,University of Oxford,,,,,,,,,,,,,,,,,,,
1917,Physics,United Kingdom,Male,Charles Glover,Barkla,1,Edinburgh University,,,,,,,,,,,,,,,,,,,
1915,Physics,United Kingdom,Male,William,Bragg,1,London University,,,,,,,,,,,,,,,,,,,
1915,Physics,United Kingdom,Male,Lawrence,Bragg,1,Victoria University,,,,,,,,,,,,,,,,,,,
1908,Chemistry,United Kingdom,Male,Ernest,Rutherford,1,Victoria University,,,,,,,,,,,,,,,,,,,
1907,Literature,United Kingdom,Male,Rudyard,Kipling,1,,,,,,,,,,,,,,,,,,,,
1906,Physics,United Kingdom,Male,J.J.,Thomson,1,University of Cambridge,,,,,,,,,,,,,,,,,,,
1904,Chemistry,United Kingdom,Male,Sir William,Ramsay,1,London University,,,,,,,,,,,,,,,,,,,
1904,Physics,United Kingdom,Male,Lord Rayleigh,,1,Royal Institution of Great Britain,,,,,,,,,,,,,,,,,,,
1903,Peace,United Kingdom,Male,Élie,Ducommun,1,,,,,,,,,,,,,,,,,,,,
1902,Physiology or Medicine,United Kingdom,Male,Ronald,Ross,1,University College,,,,,,,,,,,,,,,,,,,
2015,Chemistry,United States,Male,Paul,Modrich,1,Howard Hughes Medical Institute,,,,,,,,,,,,,,,,,,,
2014,Chemistry,United States,Male,Eric Betzig,Eric Betzig,1,Howard Hughes Medical Institute,,,,,,,,,,,,,,,,,,,
2014,Chemistry,United States,Male,William E.,Moerner,1,Stanford University,,,,,,,,,,,,,,,,,,,
2014,Physiology or Medicine,United States,Male,John,O'Keefe,1,University College,,,,,,,,,,,,,,,,,,,
2013,Chemistry,United States,Male,Michael,Levitt,1,Stanford University,,,,,,,,,,,,,,,,,,,
2013,Physiology or Medicine,United States,Male,Randy W.,Schekman,1,University of California,,,,,,,,,,,,,,,,,,,
2013,Economics,United States,Male,Eugene F.,Fama,1,University of Chicago,,,,,,,,,,,,,,,,,,,
2013,Economics,United States,Male,Lars Peter,Hansen,1,University of Chicago,,,,,,,,,,,,,,,,,,,
2013,Economics,United States,Male,Robert J.,Shiller,1,Yale University,,,,,,,,,,,,,,,,,,,
2013,Physiology or Medicine,United States,Male,James E.,Rothman,1,Yale University,,,,,,,,,,,,,,,,,,,
2012,Economics,United States,Male,Alvin E.,Roth,1,Harvard University,,,,,,,,,,,,,,,,,,,
2012,Chemistry,United States,Male,Robert J.,Lefkowitz,1,Howard Hughes Medical Institute,,,,,,,,,,,,,,,,,,,
2012,Physics,United States,Male,David J.,Wineland,1,University of Colorado,,,,,,,,,,,,,,,,,,,
2012,Chemistry,United States,Male,Brian K.,Kobilka,1,Stanford University,,,,,,,,,,,,,,,,,,,
2012,Economics,United States,Male,Lloyd S.,Shapley,1,University of California,,,,,,,,,,,,,,,,,,,
2011,Physics,United States,Male,Brian P.,Schmidt,1,Australian National University,,,,,,,,,,,,,,,,,,,
2011,Physics,United States,Male,Adam G.,Riess,1,Johns Hopkins University,,,,,,,,,,,,,,,,,,,
2011,Economics,United States,Male,Thomas J.,Sargent,1,New York University,,,,,,,,,,,,,,,,,,,
2011,Economics,United States,Male,Christopher A.,Sims,1,Princeton University,,,,,,,,,,,,,,,,,,,
2011,Physiology or Medicine,United States,Male,Bruce A.,Beutler,1,The Scripps Research Institute,,,,,,,,,,,,,,,,,,,
2011,Physics,United States,Male,Saul,Perlmutter,1,University of California,,,,,,,,,,,,,,,,,,,
2010,Economics,United States,Male,Peter A.,Diamond,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
2010,Economics,United States,Male,Dale T.,Mortensen,1,Northwestern University,,,,,,,,,,,,,,,,,,,
2010,Chemistry,United States,Male,Richard F.,Heck,1,University of Delaware,,,,,,,,,,,,,,,,,,,
2009,Physics,United States,Male,George E.,Smith,1,Bell Laboratories,,,,,,,,,,,,,,,,,,,
2009,Economics,United States,Female,Elinor,Ostrom,1,Indiana University,,,,,,,,,,,,,,,,,,,
2009,Physiology or Medicine,United States,Female,Carol W.,Greider,1,Johns Hopkins University,,,,,,,,,,,,,,,,,,,
2009,Chemistry,United States,Male,Venkatraman,Ramakrishnan,1,MRC Laboratory of Molecular Biology,,,,,,,,,,,,,,,,,,,
2009,Economics,United States,Male,Oliver E.,Williamson,1,University of California,,,,,,,,,,,,,,,,,,,
2009,Chemistry,United States,Male,Thomas A.,Steitz,1,Yale University,,,,,,,,,,,,,,,,,,,
2009,Peace,United States,Male,Martti,Ahtisaari,1,,,,,,,,,,,,,,,,,,,,
2008,Chemistry,United States,Male,Martin,Chalfie,1,Columbia University,,,,,,,,,,,,,,,,,,,
2008,Chemistry,United States,Male,Osamu,Shimomura,1,Marine Biological Laboratory (MBL); Boston University Medical School,,,,,,,,,,,,,,,,,,,
2008,Economics,United States,Male,Paul Krugman,Paul Krugman,1,Princeton University,,,,,,,,,,,,,,,,,,,
2008,Chemistry,United States,Male,Roger Y.,Tsien,1,University of California,,,,,,,,,,,,,,,,,,,
2008,Physics,United States,Male,Yoichiro,Nambu,1,University of Chicago,,,,,,,,,,,,,,,,,,,
2007,Economics,United States,Male,Eric S.,Maskin,1,Princeton University,,,,,,,,,,,,,,,,,,,
2007,Economics,United States,Male,Roger B.,Myerson,1,University of Chicago,,,,,,,,,,,,,,,,,,,
2007,Physiology or Medicine,United States,Male,Oliver,Smithies,1,University of North Carolina,,,,,,,,,,,,,,,,,,,
2007,Physiology or Medicine,United States,Male,Mario R.,Capecchi,1,University of Utah,,,,,,,,,,,,,,,,,,,
2007,Peace,United States,Male,Intergovernmental Panel on Climate Change (IPCC),,1,,,,,,,,,,,,,,,,,,,,
2006,Economics,United States,Male,Edmund S.,Phelps,1,Columbia University,,,,,,,,,,,,,,,,,,,
2006,Physics,United States,Male,John C.,Mather,1,NASA Goddard Space Flight Center,,,,,,,,,,,,,,,,,,,
2006,Chemistry,United States,Male,Roger D.,Kornberg,1,Stanford University,,,,,,,,,,,,,,,,,,,
2006,Physiology or Medicine,United States,Male,Andrew Z.,Fire,1,Stanford University,,,,,,,,,,,,,,,,,,,
2006,Physics,United States,Male,George F.,Smoot,1,University of California,,,,,,,,,,,,,,,,,,,
2006,Physiology or Medicine,United States,Male,Craig C.,Mello,1,University of Massachusetts,,,,,,,,,,,,,,,,,,,
2005,Chemistry,United States,Male,Robert H.,Grubbs,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
2005,Physics,United States,Male,Roy J.,Glauber,1,Harvard University,,,,,,,,,,,,,,,,,,,
2005,Chemistry,United States,Male,Richard R.,Schrock,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
2005,Physics,United States,Male,John L.,Hall,1,University of Colorado,,,,,,,,,,,,,,,,,,,
2005,Economics,United States,Male,Thomas C.,Schelling,1,University of Maryland,,,,,,,,,,,,,,,,,,,
2004,Physics,United States,Male,H. David,Politzer,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
2004,Physiology or Medicine,United States,Male,Richard,Axel,1,Columbia University,,,,,,,,,,,,,,,,,,,
2004,Economics,United States,Male,Edward C.,Prescott,1,Federal Reserve Bank of Minneapolis,,,,,,,,,,,,,,,,,,,
2004,Physiology or Medicine,United States,Female,Linda B.,Buck,1,Fred Hutchinson Cancer Research Center,,,,,,,,,,,,,,,,,,,
2004,Physics,United States,Male,Frank,Wilczek,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
2004,Chemistry,United States,Male,Irwin,Rose,1,University of California,,,,,,,,,,,,,,,,,,,
2004,Physics,United States,Male,David J.,Gross,1,University of California,,,,,,,,,,,,,,,,,,,
2003,Physics,United States,Male,Alexei A.,Abrikosov,1,Argonne National Laboratory,,,,,,,,,,,,,,,,,,,
2003,Chemistry,United States,Male,Peter,Agre,1,Johns Hopkins University,,,,,,,,,,,,,,,,,,,
2003,Economics,United States,Male,Robert F.,Engle III,1,New York University,,,,,,,,,,,,,,,,,,,
2003,Chemistry,United States,Male,Roderick,MacKinnon,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
2003,Physiology or Medicine,United States,Male,Paul C.,Lauterbur,1,University of Illinois,,,,,,,,,,,,,,,,,,,
2002,Physics,United States,Male,Riccardo,Giacconi,1,Associated Universities Inc.,,,,,,,,,,,,,,,,,,,
2002,Economics,United States,Male,Vernon L.,Smith,1,George Mason University,,,,,,,,,,,,,,,,,,,
2002,Physiology or Medicine,United States,Male,H. Robert,Horvitz,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
2002,Economics,United States,Male,Daniel,Kahneman,1,Princeton University,,,,,,,,,,,,,,,,,,,
2002,Physics,United States,Male,Raymond,Davis Jr.,1,University of Pennsylvania,,,,,,,,,,,,,,,,,,,
2002,Chemistry,United States,Male,John B.,Fenn,1,Virginia Commonwealth University,,,,,,,,,,,,,,,,,,,
2002,Peace,United States,Male,Kofi,Annan,1,,,,,,,,,,,,,,,,,,,,
2001,Economics,United States,Male,Joseph E.,Stiglitz,1,Columbia University,,,,,,,,,,,,,,,,,,,
2001,Physiology or Medicine,United States,Male,Leland H.,Hartwell,1,Fred Hutchinson Cancer Research Center,,,,,,,,,,,,,,,,,,,
2001,Economics,United States,Male,A. Michael,Spence,1,Stanford University,,,,,,,,,,,,,,,,,,,
2001,Chemistry,United States,Male,K. Barry,Sharpless,1,The Scripps Research Institute,,,,,,,,,,,,,,,,,,,
2001,Economics,United States,Male,George A.,Akerlof,1,University of California,,,,,,,,,,,,,,,,,,,
2001,Physics,United States,Male,Eric A.,Cornell,1,University of Colorado,,,,,,,,,,,,,,,,,,,
2001,Physics,United States,Male,Carl E.,Wieman,1,University of Colorado,,,,,,,,,,,,,,,,,,,
2001,Chemistry,United States,Male,William S.,Knowles,1,,,,,,,,,,,,,,,,,,,,
2001,Peace,United States,Institution,Kim,Dae-jung,1,,,,,,,,,,,,,,,,,,,,
2000,Physiology or Medicine,United States,Male,Eric R.,Kandel,1,Columbia University,,,,,,,,,,,,,,,,,,,
2000,Physiology or Medicine,United States,Male,Paul,Greengard,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
2000,Physics,United States,Male,Jack S.,Kilby,1,Texas Instruments,,,,,,,,,,,,,,,,,,,
2000,Chemistry,United States,Male,Alan,Heeger,1,University of California,,,,,,,,,,,,,,,,,,,
2000,Economics,United States,Male,Daniel L.,McFadden,1,University of California,,,,,,,,,,,,,,,,,,,
2000,Economics,United States,Male,James J.,Heckman,1,University of Chicago,,,,,,,,,,,,,,,,,,,
2000,Chemistry,United States,Male,Alan G.,MacDiarmid,1,University of Pennsylvania,,,,,,,,,,,,,,,,,,,
1999,Physiology or Medicine,United States,Male,Günter,Blobel,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
1998,Physics,United States,Male,Daniel C.,Tsui,1,Princeton University,,,,,,,,,,,,,,,,,,,
1998,Physics,United States,Male,Robert B.,Laughlin,1,Stanford University,,,,,,,,,,,,,,,,,,,
1998,Physiology or Medicine,United States,Male,Robert F.,Furchgott,1,SUNY Health Science Center,,,,,,,,,,,,,,,,,,,
1998,Chemistry,United States,Male,Walter,Kohn,1,University of California,,,,,,,,,,,,,,,,,,,
1998,Physiology or Medicine,United States,Male,Louis J.,Ignarro,1,University of California,,,,,,,,,,,,,,,,,,,
1998,Physiology or Medicine,United States,Male,Ferid,Murad,1,University of Texas,,,,,,,,,,,,,,,,,,,
1997,Economics,United States,Male,Robert C.,Merton,1,Harvard University,,,,,,,,,,,,,,,,,,,
1997,Economics,United States,Male,Myron S.,Scholes,1,Long Term Capital Management,,,,,,,,,,,,,,,,,,,
1997,Physics,United States,Male,William D.,Phillips,1,University of Colorado,,,,,,,,,,,,,,,,,,,
1997,Physics,United States,Male,Steven,Chu,1,Stanford University,,,,,,,,,,,,,,,,,,,
1997,Chemistry,United States,Male,Paul D.,Boyer,1,University of California,,,,,,,,,,,,,,,,,,,
1997,Physiology or Medicine,United States,Male,Stanley B.,Prusiner,1,University of California,,,,,,,,,,,,,,,,,,,
1997,Peace,United States,Female,International Campaign to Ban Landmines,,1,,,,,,,,,,,,,,,,,,,,
1997,Peace,United States,Institution,Carlos Filipe Ximenes,Belo,1,,,,,,,,,,,,,,,,,,,,
1996,Economics,United States,Male,William,Vickrey,1,Columbia University,,,,,,,,,,,,,,,,,,,
1996,Physics,United States,Male,David M.,Lee,1,Cornell University,,,,,,,,,,,,,,,,,,,
1996,Physics,United States,Male,Robert C.,Richardson,1,Cornell University,,,,,,,,,,,,,,,,,,,
1996,Chemistry,United States,Male,Robert F.,Curl Jr.,1,Rice University,,,,,,,,,,,,,,,,,,,
1996,Chemistry,United States,Male,Richard E.,Smalley,1,Rice University,,,,,,,,,,,,,,,,,,,
1996,Physics,United States,Male,Douglas D.,Osheroff,1,Stanford University,,,,,,,,,,,,,,,,,,,
1995,Physiology or Medicine,United States,Male,Edward B.,Lewis,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1995,Chemistry,United States,Male,Mario J.,Molina,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1995,Physiology or Medicine,United States,Male,Eric F.,Wieschaus,1,Princeton University,,,,,,,,,,,,,,,,,,,
1995,Physics,United States,Male,Martin L.,Perl,1,Stanford University,,,,,,,,,,,,,,,,,,,
1995,Chemistry,United States,Male,F. Sherwood,Rowland,1,University of California,,,,,,,,,,,,,,,,,,,
1995,Physics,United States,Male,Frederick,Reines,1,University of California,,,,,,,,,,,,,,,,,,,
1995,Economics,United States,Male,Robert E.,Lucas Jr.,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1994,Physics,United States,Male,Clifford G.,Shull,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1994,Physiology or Medicine,United States,Male,Martin,Rodbell,1,National Institute of Environmental Health Sciences,,,,,,,,,,,,,,,,,,,
1994,Economics,United States,Male,John F.,Nash Jr.,1,Princeton University,,,,,,,,,,,,,,,,,,,
1994,Economics,United States,Male,John C.,Harsanyi,1,University of California,,,,,,,,,,,,,,,,,,,
1994,Chemistry,United States,Male,George A.,Olah,1,University of Southern California,,,,,,,,,,,,,,,,,,,
1994,Physiology or Medicine,United States,Male,Alfred G.,Gilman,1,University of Texas Southwestern,,,,,,,,,,,,,,,,,,,
1993,Physiology or Medicine,United States,Male,Phillip A.,Sharp,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1993,Physics,United States,Male,Russell A.,Hulse,1,Princeton University,,,,,,,,,,,,,,,,,,,
1993,Physics,United States,Male,Joseph H.,Taylor Jr.,1,Princeton University,,,,,,,,,,,,,,,,,,,
1993,Economics,United States,Male,Robert W.,Fogel,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1993,Economics,United States,Male,Douglass C.,North,1,Washington University,,,,,,,,,,,,,,,,,,,
1993,Chemistry,United States,Male,Kary B.,Mullis,1,,,,,,,,,,,,,,,,,,,,
1993,Literature,United States,Female,Toni,Morrison,1,,,,,,,,,,,,,,,,,,,,
1992,Chemistry,United States,Male,Rudolph A.,Marcus,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1992,Economics,United States,Male,Gary S.,Becker,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1992,Physiology or Medicine,United States,Male,Edwin G.,Krebs,1,University of Washington,,,,,,,,,,,,,,,,,,,
1990,Physiology or Medicine,United States,Male,Joseph E.,Murray,1,Brigham and Women's Hospital,,,,,,,,,,,,,,,,,,,
1990,Economics,United States,Male,Harry M.,Markowitz,1,City University,,,,,,,,,,,,,,,,,,,
1990,Physiology or Medicine,United States,Male,E. Donnall,Thomas,1,Fred Hutchinson Cancer Research Center,,,,,,,,,,,,,,,,,,,
1990,Chemistry,United States,Male,Elias James,Corey,1,Harvard University,,,,,,,,,,,,,,,,,,,
1990,Physics,United States,Male,Jerome I.,Friedman,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1990,Physics,United States,Male,Henry W.,Kendall,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1990,Economics,United States,Male,William F.,Sharpe,1,Stanford University,,,,,,,,,,,,,,,,,,,
1990,Economics,United States,Male,Merton H.,Miller,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1989,Physics,United States,Male,Norman F.,Ramsey,1,Harvard University,,,,,,,,,,,,,,,,,,,
1989,Physiology or Medicine,United States,Male,J. Michael,Bishop,1,University of California,,,,,,,,,,,,,,,,,,,
1989,Physiology or Medicine,United States,Male,Harold E.,Varmus,1,University of California,,,,,,,,,,,,,,,,,,,
1989,Chemistry,United States,Male,Thomas R.,Cech,1,University of Colorado,,,,,,,,,,,,,,,,,,,
1989,Physics,United States,Male,Hans G.,Dehmelt,1,University of Washington,,,,,,,,,,,,,,,,,,,
1988,Physics,United States,Male,Jack,Steinberger,1,CERN,,,,,,,,,,,,,,,,,,,
1988,Physics,United States,Male,Melvin,Schwartz,1,"Digital Pathways, Inc.",,,,,,,,,,,,,,,,,,,
1988,Physics,United States,Male,Leon M.,Lederman,1,Fermi National Accelerator Laboratory,,,,,,,,,,,,,,,,,,,
1988,Physiology or Medicine,United States,Female,Gertrude B.,Elion,1,Wellcome Research Laboratories,,,,,,,,,,,,,,,,,,,
1988,Physiology or Medicine,United States,Male,George H.,Hitchings,1,Wellcome Research Laboratories,,,,,,,,,,,,,,,,,,,
1988,Peace,United States,Institution,Oscar Arias,Sánchez,1,,,,,,,,,,,,,,,,,,,,
1987,Chemistry,United States,Male,Charles J.,Pedersen,1,Du Pont,,,,,,,,,,,,,,,,,,,
1987,Economics,United States,Male,Robert M.,Solow,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1987,Chemistry,United States,Male,Donald J.,Cram,1,University of California,,,,,,,,,,,,,,,,,,,
1987,Literature,United States,Male,Joseph,Brodsky,1,,,,,,,,,,,,,,,,,,,,
1986,Economics,United States,Male,James M.,Buchanan Jr.,1,Center for Study of Public Choice,,,,,,,,,,,,,,,,,,,
1986,Chemistry,United States,Male,Dudley R.,Herschbach,1,Harvard University,,,,,,,,,,,,,,,,,,,
1986,Chemistry,United States,Male,Yuan T.,Lee,1,University of California,,,,,,,,,,,,,,,,,,,
1986,Physiology or Medicine,United States,Male,Stanley,Cohen,1,Vanderbilt University,,,,,,,,,,,,,,,,,,,
1986,Peace,United States,Male,International Physicians for the Prevention of Nuclear War,,1,,,,,,,,,,,,,,,,,,,,
1985,Economics,United States,Male,Franco,Modigliani,1,Massachusetts Institute of Technology (MIT),,,,,,,,,,,,,,,,,,,
1985,Chemistry,United States,Male,Herbert A.,Hauptman,1,The Medical Foundation of Buffalo,,,,,,,,,,,,,,,,,,,
1985,Physiology or Medicine,United States,Male,Michael S.,Brown,1,University of Texas Southwestern,,,,,,,,,,,,,,,,,,,
1985,Physiology or Medicine,United States,Male,Joseph L.,Goldstein,1,University of Texas Southwestern,,,,,,,,,,,,,,,,,,,
1985,Chemistry,United States,Male,Jerome,Karle,1,US Naval Research Laboratory,,,,,,,,,,,,,,,,,,,
1985,Peace,United States,Institution,Desmond,Tutu,1,,,,,,,,,,,,,,,,,,,,
1984,Chemistry,United States,Male,Bruce,Merrifield,1,Rockefeller University,,,,,,,,,,,,,,,,,,,
1983,Physics,United States,Male,William A.,Fowler,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1983,Physiology or Medicine,United States,Female,Barbara,McClintock,1,Cold Spring Harbor Laboratory,,,,,,,,,,,,,,,,,,,
1983,Chemistry,United States,Male,Henry,Taube,1,Stanford University,,,,,,,,,,,,,,,,,,,
1983,Physics,United States,Male,Subramanyan,Chandrasekhar,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1982,Physics,United States,Male,Kenneth G.,Wilson,1,Cornell University,,,,,,,,,,,,,,,,,,,
1982,Economics,United States,Male,George J.,Stigler,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1981,Physiology or Medicine,United States,Male,Roger W.,Sperry,1,California Institute of Technology (Caltech),,,,,,,,,,,,,,,,,,,
1981,Chemistry,United States,Male,Roald,Hoffmann,1,Cornell University,,,,,,,,,,,,,,,,,,,
1981,Physics,United States,Male,Nicolaas,Bloembergen,1,Harvard University,,,,,,,,,,,,,,,,,,,
1981,Physiology or Medicine,United States,Male,David H.,Hubel,1,Havard University,,,,,,,,,,,,,,,,,,,
1981,Physics,United States,Male,Arthur L.,Schawlow,1,Stanford University,,,,,,,,,,,,,,,,,,,
1981,Economics,United States,Male,James,Tobin,1,Yale University,,,,,,,,,,,,,,,,,,,
1980,Chemistry,United States,Male,Walter,Gilbert,1,Harvard University,,,,,,,,,,,,,,,,,,,
1980,Physiology or Medicine,United States,Male,Baruj,Benacerraf,1,Havard University,,,,,,,,,,,,,,,,,,,
1980,Physiology or Medicine,United States,Male,George D.,Snell,1,Jackson Laboratory,,,,,,,,,,,,,,,,,,,
1980,Physics,United States,Male,Val,Fitch,1,Princeton University,,,,,,,,,,,,,,,,,,,
1980,Chemistry,United States,Male,Paul,Berg,1,Stanford University,,,,,,,,,,,,,,,,,,,
1980,Physics,United States,Male,James,Cronin,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1980,Economics,United States,Male,Lawrence R.,Klein,1,University of Pennsylvania,,,,,,,,,,,,,,,,,,,
1979,Physics,United States,Male,Steven,Weinberg,1,Harvard University,,,,,,,,,,,,,,,,,,,
1979,Physics,United States,Male,Sheldon,Glashow,1,Harvard University,,,,,,,,,,,,,,,,,,,
1979,Chemistry,United States,Male,Herbert C.,Brown,1,Purdue University,,,,,,,,,,,,,,,,,,,
1979,Physiology or Medicine,United States,Male,Allan M.,Cormack,1,Tufts University,,,,,,,,,,,,,,,,,,,
1979,Economics,United States,Male,Theodore W.,Schultz,1,University of Chicago,,,,,,,,,,,,,,,,,,,
1978,Physics,United States,Male,Arno,Penzias,1,Bell Laboratories,,,,,,,,,,,,,,,,,,,
1978,Physics,United States,Male,Robert Woodrow,Wilson,1,Bell Laboratories,,,,,,,,,,,,,,,,,,,
1978,Economics,United States,Male,Herbert A.,Simon,1,Carnegie Mellon University,,,,,,,,,,,,,,,,,,,
1978,Physiology or Medicine,United States,Male,Daniel,Nathans,1,Johns Hopkins University,,,,,,,,,,,,,,,,,,,
1978,Physiology or Medicine,United States,Male,Hamilton O.,Smith,1,Johns Hopkins University,,,,,,,,,,,,,,,,,,,
1978,Literature,United States,Male,Isaac Bashevis,Singer,1,,,,,,,,,,,,,,,,,,,,
1977,Physics,United States,Male,Philip W.,Anderson,1,Bell Laboratories,,,,,,,,,,,,,,,,,,,
1977,Physics,United States,Male,John H.,van Vleck,1,Harvard University,,,,,,,,,,,,,,,,,,,
1977,Physiology or Medicine,United States,Male,Roger,Guillemin,1,The Salk Institute,,,,,,,,,,,,,,,,,,,
1977,Physiology or Medicine,United States,Female,Rosalyn,Yalow,1,Veterans Administration Hospital,,,,,,,,,,,,,,,,,,,
1977,Physiology or Medicine,United States,Male,Andrew V.,Schally,1,Veterans Administration Hospital,,,,,,,,,,,,,,,,,,,
